gameId,year,week,homeAbbr,awayAbbr,offenseAbbr,defenseAbbr,homeScore,awayScore,quarter,clock,type,down,distance,yardLine,yardsGained
333640251,2013,16,TEX,ORE,TEX,ORE,7,23,4,0:09:41,Rush,2,20,22,5
333640251,2013,16,TEX,ORE,TEX,ORE,7,29,4,0:08:55,Pass Interception,3,15,27,38
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:08:15,Rush,1,10,20,-1
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:08:06,Rush,2,11,19,0
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:07:48,Rush,3,11,19,26
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:07:23,Pass Incompletion,1,10,45,0
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:07:12,Rush,2,10,45,6
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:06:43,Pass Incompletion,3,4,51,0
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:06:00,Rush,1,10,66,0
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:05:30,Rush,2,10,66,3
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:05:00,Pass Completion,3,7,69,8
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:04:45,Pass Incompletion,1,10,89,0
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:04:17,Rush,2,10,89,7
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:03:55,Rush,3,3,96,-5
333640251,2013,16,TEX,ORE,TEX,ORE,7,30,4,0:03:23,Pass Incompletion,4,13,86,0
333640251,2013,16,TEX,ORE,ORE,TEX,7,30,4,0:02:55,Rush,1,15,91,14
333640251,2013,16,TEX,ORE,ORE,TEX,7,30,4,0:02:05,Rush,2,1,77,2
333640251,2013,16,TEX,ORE,ORE,TEX,7,30,4,0:01:45,Rush,1,10,75,3
333640251,2013,16,TEX,ORE,ORE,TEX,7,30,4,0:00:20,Rush,2,7,72,6
333640251,2013,16,TEX,ORE,ORE,TEX,7,30,4,0:00:00,Rush,3,1,66,1
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:14:50,Rush,1,15,80,3
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:14:14,Rush,2,12,77,4
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:14:00,Pass Completion,3,8,73,-1
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:13:00,Rush,1,10,40,6
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:12:20,Rush,2,4,46,6
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:12:14,Pass Incompletion,1,10,52,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:12:02,Rush,2,10,52,4
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:11:38,Pass Completion,3,6,56,21
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:11:25,Rush,1,10,77,1
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:11:00,Rush,2,9,76,1
332430251,2013,1,TEX,NMSU,NMSU,TEX,0,0,1,0:10:26,Pass Incompletion,3,8,75,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:10:00,Rush,1,10,28,19
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:09:52,Pass Incompletion,1,10,47,0
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:09:40,Pass Completion,2,15,42,-2
332430251,2013,1,TEX,NMSU,TEX,NMSU,0,0,1,0:08:45,Pass Completion,3,12,45,10
